5.141 xxx 0.0 delayed 0.6 4.3193 xxx 0.0 delayed 0.6 188.4520100826892 0.3954 xxx xxx 2037559752
8.4352 xxx 0.0 delayed 0.6 4.2054 xxx 0.0 delayed 0.6 96.30132668611016 0.3944 xxx xxx 1452206127
13.4718 xxx 0.0 delayed 0.6 10.9552 xxx 0.0 delayed 0.6 97.78153896373188 0.008 xxx xxx 921775394
8.8725 xxx 0.0 delayed 0.6 5.9791 xxx 0.0 delayed 0.6 15.847726922666071 0.1394 xxx xxx 3730658277
17.0961 xxx 0.0 delayed 0.6 8.1213 xxx 0.0 delayed 0.6 279.6631050131496 0.0121 xxx xxx 639191187
16.3125 xxx 0.0 delayed 0.6 4.4385 xxx 0.0 delayed 0.6 472.88241802355856 0.1556 xxx xxx 3321240787
9.3025 xxx 0.0 delayed 0.6 8.45 xxx 0.0 delayed 0.6 246.1174479591022 0.0572 xxx xxx 4046217782
68.9206 xxx 0.0 delayed 0.6 33.72 xxx 0.0 delayed 0.6 72.60763598982581 0.087 xxx xxx 3762750498
6.3718 xxx 0.0 delayed 0.6 4.3992 xxx 0.0 delayed 0.6 3532.119047889818 0.0344 xxx xxx 623955070
12.2243 xxx 0.0 delayed 0.6 7.9158 xxx 0.0 delayed 0.6 40.25436963446591 0.6488 xxx xxx 893405861
11.6776 xxx 0.0 delayed 0.6 10.5508 xxx 0.0 delayed 0.6 68.88707444123087 0.3225 xxx xxx 3202105006
8.404 xxx 0.0 delayed 0.6 6.6053 xxx 0.0 delayed 0.6 2755.0582594044968 0.5053 xxx xxx 4169602190
6.0376 xxx 0.0 delayed 0.6 5.8355 xxx 0.0 delayed 0.6 98.44575815385014 0.7592 xxx xxx 3682689222
11.4376 xxx 0.0 delayed 0.6 6.3096 xxx 0.0 delayed 0.6 37489.65759165371 0.6753 xxx xxx 530030736
6.0694 xxx 0.0 delayed 0.6 3.4845 xxx 0.0 delayed 0.6 69.4358717326133 0.53 xxx xxx 1715190764
30.6323 xxx 0.0 delayed 0.6 7.4629 xxx 0.0 delayed 0.6 720.8566309342177 0.0138 xxx xxx 275789848
32.277 xxx 0.0 delayed 0.6 24.7572 xxx 0.0 delayed 0.6 13596.36186530902 0.0018 xxx xxx 3924820787
10.9092 xxx 0.0 delayed 0.6 4.6093 xxx 0.0 delayed 0.6 26.129233443977697 0.8088 xxx xxx 1152756849
6.4359 xxx 0.0 delayed 0.6 2.8576 xxx 0.0 delayed 0.6 1636.7255297756285 0.5084 xxx xxx 1274851376
6.2547 xxx 0.0 delayed 0.6 3.5579 xxx 0.0 delayed 0.6 1786.418931486076 0.103 xxx xxx 810190175
15.8746 xxx 0.0 delayed 0.6 8.6927 xxx 0.0 delayed 0.6 16985.135224073114 0.7037 xxx xxx 770037339
12.1301 xxx 0.0 delayed 0.6 4.8747 xxx 0.0 delayed 0.6 8185.225676662141 0.0088 xxx xxx 2906524785
9.1238 xxx 0.0 delayed 0.6 3.6196 xxx 0.0 delayed 0.6 278.50876382550507 0.4869 xxx xxx 2984609239
9.5611 xxx 0.0 delayed 0.6 8.0413 xxx 0.0 delayed 0.6 6587.996510129163 0.1942 xxx xxx 2440555284
5.3992 xxx 0.0 delayed 0.6 4.1831 xxx 0.0 delayed 0.6 25595.786575633258 0.6615 xxx xxx 2573284170
6.524 xxx 0.0 delayed 0.6 4.7902 xxx 0.0 delayed 0.6 34.28572986730199 0.0002 xxx xxx 1459836357
8.7358 xxx 0.0 delayed 0.6 6.9075 xxx 0.0 delayed 0.6 6063.526837654676 0.4755 xxx xxx 4291684065
9.72 xxx 0.0 delayed 0.6 3.7622 xxx 0.0 delayed 0.6 24.3460285819122 0.479 xxx xxx 936689646
